"","DistCode","DistName","SchCode","Year","SchName","SchType","GroupType","GroupName","TestSubject","Level_1_Count","Level_2_Count","Level_3_Count","Level_4_Count","Total_Count","Level_1_Percentage","Level_2_Percentage","Level_3_Percentage","Level_4_Percentage"
"175","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","lunchdata","No","Math",0,0,0,0,0,0,0,0,0
"176","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","lunchdata","Yes","Math",0,0,0,0,0,0,0,0,0
"177","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","migrant","No","Math",0,0,0,0,0,0,0,0,0
"178","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","military","No","Math",0,0,0,0,0,0,0,0,0
"179","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","Race7","BL7","Math",0,0,0,0,0,0,0,0,0
"180","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","Race7","HI7","Math",0,0,0,0,0,0,0,0,0
"181","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","Race7","MU7","Math",0,0,0,0,0,0,0,0,0
"182","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","Race7","WH7","Math",0,0,0,0,0,0,0,0,0
"183","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","sex","Female","Math",0,0,0,0,0,0,0,0,0
"184","42","Sheila Skip Nowell Leadership Academy","28610","2018","Sheila Skip Nowell Leadership Academy","6-12","sex","Male","Math",0,0,0,0,0,0,0,0,0
"185","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","All Students","All","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"186","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","foster","No","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"187","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","Grade","3","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"188","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","homeless","No","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"189","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","iepdata","NOT SWD","ELA",3,12,5,0,20,0.15,0.6,0.25,0
"190","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","iepdata","SWD","ELA",0,0,0,0,0,0,0,0,0
"191","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","lep","Not ELL","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"192","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","lunchdata","No","ELA",0,0,0,0,0,0,0,0,0
"193","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","lunchdata","Yes","ELA",3,12,3,0,18,0.166666666666667,0.666666666666667,0.166666666666667,0
"194","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","migrant","No","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"195","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","military","No","ELA",3,14,5,0,22,0.136363636363636,0.636363636363636,0.227272727272727,0
"196","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","Race7","AS7","ELA",0,0,0,0,0,0,0,0,0
"197","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","Race7","BL7","ELA",0,0,0,0,0,0,0,0,0
"198","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","Race7","HI7","ELA",2,9,2,0,13,0.153846153846154,0.692307692307692,0.153846153846154,0
"199","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","sex","Female","ELA",2,8,3,0,13,0.153846153846154,0.615384615384615,0.230769230769231,0
"200","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","sex","Male","ELA",0,0,0,0,0,0,0,0,0
"201","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","All Students","All","Math",8,11,3,0,22,0.363636363636364,0.5,0.136363636363636,0
"202","43","SouthSide Charter School","28611","2018","SouthSide Elementary Charter School","K-5","foster","No","Math",8,11,3,0,22,0.363636363636364,0.5,0.136363636363636,0
